E1,E2,E3,E4,E5,24-bit color
0.30240000000000006,0.044000000000000004,0.4018,0.0972,0.1546,15914689
0.24660000000000004,0.05220000000000001,0.5552,0.048600000000000004,0.09740000000000001,15913934
0.5966806638672265,0.04959008198360327,0.2443511297740452,0.05158968206358728,0.0577884423115377,15912601
0.6049209841968394,0.150630126025205,0.09681936387277457,0.10222044408881775,0.04540908181636327,15912580
0.1444,0.6005999999999999,0.046000000000000006,0.15320000000000003,0.055800000000000016,15724517
0.050610122024404874,0.647129425885177,0.10702140428085616,0.14802960592118422,0.047209441888377675,15724005
0.04460000000000001,0.6996,0.055800000000000016,0.15380000000000002,0.0462,15724005
0.1974,0.6508,0.05140000000000001,0.049400000000000006,0.05100000000000001,15724005
0.15120000000000003,0.6986000000000001,0.049800000000000004,0.050800000000000005,0.0496,15724002
0.2506501300260053,0.5049009801960391,0.05201040208041608,0.14942988597719542,0.04300860172034407,15723997
0.051800000000000006,0.5956,0.14520000000000002,0.15420000000000003,0.053200000000000004,15723234
0.15080000000000002,0.649,0.09940000000000002,0.04780000000000001,0.053000000000000005,15723232
0.35840000000000005,0.40020000000000006,0.0468,0.145,0.0496,15723217
0.4012000000000001,0.2968,0.05080000000000001,0.19640000000000002,0.054800000000000015,15723204
0.05381076215243048,0.4010802160432086,0.3452690538107621,0.15083016603320662,0.04900980196039208,15722722
0.04900000000000001,0.4534,0.298,0.1458,0.05380000000000001,15722722
0.09978004399120179,0.453509298140372,0.2555488902219557,0.14397120575884823,0.04719056188762248,15722720
0.14980000000000004,0.5982000000000001,0.1476,0.05380000000000002,0.050600000000000006,15722717
0.0456,0.6536000000000001,0.15499999999999997,0.0524,0.09339999999999998,15722715
0.40111977604479104,0.44771045790841835,0.05478904219156169,0.04799040191961608,0.04839032193561288,15722700
0.49129825965193047,0.35707141428285655,0.048809761952390486,0.055811162232446504,0.047009401880376084,15722684
0.05101020204040809,0.29585917183436683,0.45249049809961994,0.15523104620924186,0.04540908181636327,15721952
0.05440000000000001,0.35220000000000007,0.3968,0.1484,0.0482,15721952
0.10097980403919217,0.7560487902419516,0.04719056188762247,0.04939012197560488,0.04639072185562887,15721952
0.09559999999999999,0.403,0.30599999999999994,0.14499999999999996,0.0504,15721949
0.09740000000000001,0.5956,0.20320000000000005,0.04780000000000001,0.05600000000000001,15721949
0.14737052589482103,0.5530893821235752,0.1997600479904019,0.04719056188762247,0.05258948210357928,15721949
0.0996,0.5542,0.25060000000000004,0.045799999999999993,0.0498,15721947
0.050589882023595274,0.55748850229954,0.046590681863627276,0.10057988402319536,0.244751049790042,15721937
0.6053999999999999,0.09620000000000001,0.043,0.20079999999999998,0.054599999999999996,15721914
0.0446,0.0464,0.7086,0.14799999999999996,0.0524,15721181
0.046990601879624075,0.1981603679264147,0.5550889822035592,0.14777044591081784,0.05198960207958408,15721181
0.0466,0.2476,0.49760000000000004,0.15899999999999997,0.049199999999999994,15721181
0.1,0.34659999999999996,0.3474,0.1488,0.0572,15721179
0.0976,0.5022000000000001,0.301,0.0454,0.05380000000000001,15721176
0.2538,0.397,0.19479999999999997,0.04859999999999999,0.1058,15721174
0.24204840968193642,0.4582916583316664,0.14782956591318266,0.0548109621924385,0.09701940388077618,15721171
